faultId,component,customerDescription
SPNVDA-8001-X3,PCI,PCIe Degraded Link Speed
SPNVDA-8001-YY,PCI,PCIe Degraded Link Width.
SPNVDA-8002-0E,MEMORY,Boot DRAM Retired Page Overflow
SPNVDA-8002-1J,MEMORY,Memory DRAM Training Failed Transient.
SPNVDA-8002-22,MEMORY,DRAM Memory Channel Unavailable
SPNVDA-8002-3X,MEMORY,DRAM ECC Memory Error Deferred Transient.
SPNVDA-XID149-0400,compute_tray,NVLINK XID error detected (XID 149.4)
SPNVDA-XID149-0A00,compute_tray,NVLINK XID error detected (XID 149.A)
SPNVIDIA-8000-1F,Fan,Fan Capacity is Deficient
SPNVIDIA-8000-2W,POWER,Power Supplies is Deficient
SPNVIDIA-8000-31,CPU,GPU Temperature Fail
SPNVIDIA-8000-4U,CPU,GPU Page Retirement Exceeded
SPNVIDIA-8000-57,PCI,PCIe Link Layer Inactive
SPNVIDIA-8000-6M,PCI,PCIe Degraded Link Speed
SPNVIDIA-8000-78,PCI,PCIe Link Degraded Width
SPNVIDIA-8000-80,CPU,GX GPU Thermtrip
SPNVIDIA-8000-9V,PCI,GX Switch Thermtrip
SPNVIDIA-8000-AG,CPU,GPU Row Remapping Exceed Threshold
SPNVIDIA-8000-CL,GPU,detected a failure on the GBB FPGA.
SPNVIDIA-8000-D9,GPU,GPU NVLink failure has occurred.
SPNVIDIA-8000-EN,GPU,GPU NVSwitch is hanging.
SPNVIDIA-8000-F6,GPU,GPU NVSwitch is unavailable.
SPNVIDIA-8000-GT,GPU,PCIE CRC error was encountered on an nvswitch.
SPNVIDIA-8000-H1,GPU,Problem with the IOB has caused a PCIE reset failure.
SPNVIDIA-8000-JW,GPU,PCIE switch has failed.
SPNVIDIA-8000-KF,GPU,Problem with the IOB or a PCIE switch has caused a PCIE reset failure.
SPNVIDIA-8000-LK,GPU,PCIE training error.
SPNVIDIA-8000-M8,GPU,PCIE uncorrectable error.
SPNVIDIA-8000-NM,CDFP,Problem in an upstream device has caused a PCIE reset failure.
SPNVIDIA-8000-P7,12vPDB,detected a failure on the PDB 12v supply.
SPNVIDIA-8000-QU,GPU,ILOM has detected a power good failure on the tail node.
SPNVIDIA-8000-RL,GPU,ILOM has detected a corrupted ROM on a GPU.
SPNVIDIA-8000-SG,GPU,An uncorrectable ECC error has caused an application to fail.
SPNVIDIA-8000-TV,GPU,A uncorrectable ECC error in DRAM has occurred.
SPNVIDIA-8000-U0,GPU,An uncorrectable ECC error in SRAM has occurred.
SPNVIDIA-8000-VT,ILOM,The HMC (or its 3.3v coin battery) is non-functional
SPNVIDIA-8000-W6,PCI,The PCIE switch is not accessible and needs to be reinitialized.
SPNVIDIA-8000-XN,CPU,The GPU is not accessible.
SPNVIDIA-8000-Y9,GPU,The sled is unable to power on.
SPNVIDIA-8001-0N,GPU,A system fault on the sled has been detected.
SPNVIDIA-8001-19,PCI,The PCIE switch is not accessible.
SPX86A-8000-11,ILOM,The var-log Directory is full which may lead to SP Failure.
SPX86A-8000-2K,ILOM,SP Failing Self Test
SPX86A-8000-3F,ILOM,BIOS Hang
SPX86A-8000-4M,ILOM,MRC not successful. Unable to complete boot process.
SPX86A-8000-58,ILOM,QPIRC not successful. Unable to complete the boot process
SPX86A-8000-6U,ILOM,Boot retry limit reached. Unable to boot
SPX86A-8000-77,ILOM,ipmi not successful. Unable to complete the boot process
SPX86A-8000-8G,ILOM,Malfunctioning component detected by CPLD. Unable to power on
SPX86A-8000-9L,ILOM,power on request made to SP has been denied. Failure to power on host
SPX86A-8000-A0,ILOM,The number of boot retries has exceeded limit
SPX86A-8000-CV,CPU,Multiple catastrophic error events (CATERR) have been detected.
SPX86A-8000-D6,CPU,A persistent catastrophic error event (CATERR) has been detected
SPX86A-8000-ET,ILOM,A serial peripheral interface error
SPX86A-8000-F9,ILOM,The key identity properties of the system are unknown.
SPX86A-8000-GN,CPU,A bus interconnect error has been detected.
SPX86A-8000-HF,CPU,A bus interconnect timeout event has been detected.
SPX86A-8000-JK,CPU,A processor has detected multiple cache correctable errors.
SPX86A-8000-K1,CPU,A processor has detected a cache uncorrectable error.
SPX86A-8000-LW,CPU,A processor has detected multiple data cache correctable errors.
SPX86A-8000-M7,CPU,A processor has detected a data cache uncorrectable error.
SPX86A-8000-NU,CPU,A processor has detected multiple data TLB correctable errors.
SPX86A-8000-P8,CPU,A processor has detected a data TLB uncorrectable error.
SPX86A-8000-QM,CPU,A processor has detected multiple instruction cache correctable errors.
SPX86A-8000-RV,CPU,A processor has detected an instruction cache uncorrectable error.
SPX86A-8000-S0,CPU,An indeterminate processor error has occurred.
SPX86A-8000-TL,CPU,A processor has detected an internal fault.
SPX86A-8000-UG,CPU,A processor has detected multiple instruction TLB correctable errors.
SPX86A-8000-VN,CPU,A processor has detected an instruction TLB uncorrectable error.
SPX86A-8000-W9,CPU,A processor has detected multiple level 0 cache correctable errors.
SPX86A-8000-XT,CPU,A processor has detected a level 0 cache uncorrectable error.
SPX86A-8000-Y6,CPU,A processor has detected multiple level 2 TLB correctable errors.
SPX86A-8001-0T,CPU,A processor has detected a level 0 data cache uncorrectable error.
SPX86A-8001-16,CPU,A processor has detected multiple level 0 data TLB correctable errors.
SPX86A-8001-2N,CPU,A processor has detected a level 0 data TLB uncorrectable error.
SPX86A-8001-39,CPU,A processor has detected multiple level 0 instruction cache correctable errors.
SPX86A-8001-4L,CPU,A processor has detected a level 0 instruction cache uncorrectable error.
SPX86A-8001-5G,CPU,A processor has detected multiple level 0 instruction TLB correctable errors.
SPX86A-8001-6V,CPU,A processor has detected a level 0 instruction TLB uncorrectable error.
SPX86A-8001-70,CPU,A processor has detected multiple level 0 TLB correctable errors.
SPX86A-8001-88,CPU,A processor has detected a level 0 TLB uncorrectable error.
SPX86A-8001-9M,CPU,A processor has detected multiple level 1 cache correctable errors.
SPX86A-8001-A7,CPU,A processor has detected a level 1 cache uncorrectable error.
SPX86A-8001-CU,CPU,A processor has detected multiple level 1 data cache correctable errors.
SPX86A-8001-D1,CPU,A processor has detected a level 1 data cache uncorrectable error.
SPX86A-8001-EW,CPU,A processor has detected multiple level 1 data TLB correctable errors.
SPX86A-8001-FF,CPU,A processor has detected a level 1 data TLB uncorrectable error.
SPX86A-8001-GK,CPU,A processor has detected multiple level 1 instruction cache correctable errors.
SPX86A-8001-H9,CPU,A processor has detected a level 1 instruction cache uncorrectable error.
SPX86A-8001-JN,CPU,A processor has detected multiple level 1 instruction TLB correctable errors.
SPX86A-8001-K6,CPU,A processor has detected a level 1 instruction TLB uncorrectable error.
SPX86A-8001-LT,CPU,A processor has detected multiple level 1 TLB correctable errors.
SPX86A-8001-M0,CPU,A processor has detected a level 1 TLB uncorrectable error.
SPX86A-8001-NV,CPU,A processor has detected multiple level 2 cache correctable errors.
SPX86A-8001-PG,CPU,A processor has detected a level 2 cache uncorrectable error.
SPX86A-8001-QL,CPU,A processor has detected multiple level 2 data cache correctable errors.
SPX86A-8001-RU,CPU,A processor has detected a level 2 data cache uncorrectable error.
SPX86A-8001-S7,CPU,A processor has detected multiple level 2 data TLB correctable errors.
SPX86A-8001-TM,CPU,A processor has detected a level 2 data TLB uncorrectable error.
SPX86A-8001-U8,CPU,A processor has detected multiple level 2 instruction cache correctable errors.
SPX86A-8001-VK,CPU,A processor has detected a level 2 instruction TLB uncorrectable error.
SPX86A-8001-WF,CPU,A processor has detected multiple level 2 instruction TLB correctable errors.
SPX86A-8001-XW,CPU,A processor has detected a level 2 instruction TLB uncorrectable error.
SPX86A-8001-Y1,CPU,A processor has detected multiple level 2 TLB correctable errors.
SPX86A-8002-0L,CPU,A processor has detected a level 2 TLB uncorrectable error.
SPX86A-8002-1G,CPU,A processor has detected multiple memory controller address/command parity correctable errors.
SPX86A-8002-2V,CPU,A processor has detected a memory controller address/command parity uncorrectable error.
SPX86A-8002-30,CPU,A processor has detected multiple memory controller correctable errors.
SPX86A-8002-4T,CPU,A processor has detected a memory controller uncorrectable error.
SPX86A-8002-56,CPU,A processor has detected a QuickPath Interconnect link layer uncorrectable error.
SPX86A-8002-6N,CPU,A processor has detected a QuickPath Interconnect receiver uncorrectable error.
SPX86A-8002-79,CPU,A processor has detected a QuickPath Interconnect transmitter uncorrectable error.
SPX86A-8002-81,CPU,A processor has detected multiple Last Level Cache correctable errors.
SPX86A-8002-9W,CPU,A processor has detected a Last Level Cache uncorrectable error.
SPX86A-8002-AF,CPU,A processor has detected multiple Mid Level Cache correctable errors.
SPX86A-8002-CK,MEMORY,A Memory Expansion Buffer (MXB) over-temperature condition has been detected
SPX86A-8002-D8,MEMORY,Multiple correctable Scalable Memory Interconnect (SMI2) address errors have been detected.
SPX86A-8002-EM,MEMORY,Multiple correctable Scalable Memory Interconnect (SMI2) data errors have been detected. 
SPX86A-8002-F7,MEMORY,A Scalable Memory Interconnect (SMI) half-width failover has been detected. 
SPX86A-8002-GU,MEMORY,A Scalable Memory Interconnect (SMI) link error has been detected.
SPX86A-8002-H0,CPU,CPU Timeout Failures
SPX86A-8002-JV,CPU,A processor has detected multiple TLB correctable errors.
SPX86A-8002-KG,CPU,A processor has detected a TLB uncorrectable error.
SPX86A-8002-LL,CPU,A processor has detected an unknown uncorrectable error.
SPX86A-8002-M9,CPU,An integrated I-O fatal core error has been detected.
SPX86A-8002-NN,CPU,An integrated I-O fatal coherent interface protocol error has been detected
SPX86A-8002-P6,CPU,An integrated I-O parity error on the internal configuration interface has been detected.
SPX86A-8002-QT,PCI,An integrated I/O (IIO) non-fatal error in a downstream PCIE device has been detected.
SPX86A-8002-RK,PCI,An integrated I-O fatal error in a downstream PCIE device has been detected.
SPX86A-8002-SF,PCI,An integrated I-O non-fatal error in a downstream PCIE leaf device has been detected.
SPX86A-8002-TW,PCI,An integrated I/O (IIO) non-fatal error in the root port device has been detected
SPX86A-8002-U1,CPU,An integrated I-O fatal vtd error has been detected.
SPX86A-8002-VU,MEMORY,Multiple correctable memory DIMM address/command parity errors have been detected.
SPX86A-8002-W7,MEMORY,An uncorrectable Memory DIMM address/command parity error has been detected.
SPX86A-8002-XM,MEMORY,Multiple correctable ECC errors on a memory DIMM have been detected.
SPX86A-8002-Y8,MEMORY,A memory uncorrectable ECC error on a Memory DIMM has been detected.
SPX86A-8003-0M,MB,The service processor is unable to provide platform services to the operating system.
SPX86A-8003-18,ILOM,The firmware on the service processor may have become corrupt.
SPX86A-8003-2U,CPU,A Quickpath Interconnect lane width reduction failover has been detected.
SPX86A-8003-37,CPU,A Quickpath Interconnect half speed failover has been detected.
SPX86A-8003-4W,CPU,A correctable Quickpath Interconnect link error has been detected.
SPX86A-8003-51,Fan,A fan module required to maintain redundancy is missing.
SPX86A-8003-6K,Fan,Multiple fan modules in a fan cooling zone are either missing or faulted.
SPX86A-8003-7F,Fan,Multiple fan module in a fan column are either missing or faulted. 
SPX86A-8003-86,POWER,An unsupported power supply has been detected.
SPX86A-8003-9T,POWER,A power supply is missing.
SPX86A-8003-A9,Fan,A fan module is rotating too slow.
SPX86A-8003-CN,POWER,An internal power supply failure has been detected.
SPX86A-8003-DG,POWER,The power supplies are configured for low-line AC input. 
SPX86A-8003-EL,POWER,A loss of AC input power to a power supply has been detected.
SPX86A-8003-F0,POWER,The power supplies are unable to supply sufficient power to the syste
SPX86A-8003-GV,POWER,The top cover was removed while AC input power was applied to the power supplies.
SPX86A-8003-H7,Fan,The internal temperature has exceeded established thresholds.
SPX86A-8003-JU,Fan,The ambient temperature has exceeded established thresholds.
SPX86A-8003-K8,CPU,Excessive temperature has been detected on a system component.
SPX86A-8003-LM,POWER,A voltage regulator on a memory DIMM module failed to power on. 
SPX86A-8003-MF,MEMORY,BIOS was unable to configure the memory expansion buffer.
SPX86A-8003-NK,MEMORY,BIOS was unable to train the link to the memory expansion buffer.
SPX86A-8003-P1,CPU,The Quickpath Interconnect link is operating below normal speed.
SPX86A-8003-QW,CPU,A Quickpath Interconnect link training failure has been detected.
SPX86A-8003-RN,FW/SW,An unknown error code from the Quickpath Interconnect reference code has been detected.
SPX86A-8003-S9,MEMORY,An unsupported 4-gb memory DIMM has been detected.
SPX86A-8003-TT,MEMORY,An unsupported 8-gb memory DIMM has been detected.
SPX86A-8003-U6,MEMORY,A memory channel has an unsupported memory DIMM module configuration.
SPX86A-8003-VV,MEMORY,An unsupported DDR3 ultra low voltage memory DIMM has been detected.
SPX86A-8003-W0,MEMORY,The number of ranks allowed on a memory channel has been exceeded.
SPX86A-8003-XL,MEMORY,An invalid quad rank memory DIMM configuration has been detected.
SPX86A-8003-YG,MEMORY,All memory channels have been disabled due to memory test failures.
SPX86A-8004-01,MEMORY,An invalid memory DIMM configuration has been detected.
SPX86A-8004-1W,MEMORY,A memory DIMM with an unsupported number of ranks has been detected.
SPX86A-8004-2F,MEMORY,Tthe ILOM fault manager has applied diagnosis to error reports indicating a Quad-Rank memory DIMM has been detected in the third slot of a memory channel. Quad-Rank memory DIMM's can only be populated in slots 1 & 2 of a memory channel.
SPX86A-8004-3K,MEMORY,A memory DIMM with an unsupported SDRAM capacity has been detected.
SPX86A-8004-48,MEMORY,A checksum error has been detected while reading the Serial Presence Detect (SPD) on a memory DIMM.
SPX86A-8004-5M,MEMORY,The ILOM fault manager has applied diagnosis to error reports indicating a memory DIMM has been detected that is unable to operate at speeds required by the platform.
SPX86A-8004-67,MEMORY,The ILOM fault manager has applied diagnosis to error reports indicating a failure has occurred during Memory Reference Code (MRC) DIMM training.
SPX86A-8004-7U,MEMORY,The ILOM fault manager has applied diagnosis to error reports indicating a single symbol error has been detected during Memory Reference Code (MRC) DIMM training.
SPX86A-8004-8L,MEMORY,The ILOM fault manager has applied diagnosis to error reports indicating an unbuffered memory DIMM (UDIMM) has been detected.
SPX86A-8004-9G,MEMORY,An unknown error code from the Memory Reference Code has been detected.
SPX86A-8004-AV,MEMORY,Multiple correctable ECC errors on all memory DIMMs on a Memory Expansion Buffer (MXB) have been detected. 
SPX86A-8004-C0,CPU,A processor has detected a QuickPath Interconnect (QPI) link is down
SPX86A-8004-DT,PCI,An unexpected error code from the Quickpath Interconnect reference code has been detected.
SPX86A-8004-E6,PCI,A PCI link error has occurred which reduces the link speed of a PCI card.
SPX86A-8004-FN,PCI,A PCI link error has occurred which reduces the width speed of a PCI card.
SPX86A-8004-G9,MEMORY,An unexpected error code from the Memory Reference Code has been detected.
SPX86A-8004-HK,STORAGE,NVME drive is in a slot that does not support it.
SPX86A-8004-JF,STORAGE,SAS drive is in a slot that does not support it.
SPX86A-8004-KW,POWER,Insufficient cooling capacity due to multiple faulted or missing fans.
SPX86A-8004-L1,CPU,Persistent processor internal errors have been detected after a server reboot.
SPX86A-8004-MU,CPU,Persistent processor internal errors have been detected after a server reboot.
SPX86A-8004-N7,CPU,Multiple processor internal errors have occurrred.
SPX86A-8004-PM,CPU,A failure with a voltage regulator on the motherbord has been detected.
SPX86A-8004-Q8,CPU,A firmware or hardware error with the power control unit of a CPU has been detected.
SPX86A-8004-R0,ILOM,An error has occurred in which no automated diagnosis is available to identify faulty component.
SPX86A-8004-SV,STORAGE,A lack of power to the disk backplane has been detected.
SPX86A-8004-TG,PCI,An Integrated I-O correctable error in a PCIE device has been detected.
SPX86A-8004-UL,MEMORY,An Integrated I-O non-fatal error in a PCIe device has been detected.
SPX86A-8004-V9,MEMORY,Memory channel has a mixture of DDR3 and DDR4 DIMMs.
SPX86A-8004-WN,MEMORY,Detected DDR4 DIMMs that will not run on system voltage.
SPX86A-8004-X6,MEMORY,DIMM geometry is not recognized or supported by BIOS.
SPX86A-8004-YT,MEMORY,DIMMs have failed memory test and are disabled.
SPX86A-8005-06,MEMORY,System has DIMM's with incompatible memory types
SPX86A-8005-1T,MEMORY,DIMM has failed DDR training.
SPX86A-8005-29,MEMORY,The memory DIMM's in a channel are not populated in sequential order.
SPX86A-8005-3N,MEMORY,RDIMM is not supported by CPU or is plugged into a UDIMM-only board.
SPX86A-8005-4G,MEMORY,An unsupported SODIMM has been detected in system.
SPX86A-8005-5L,MEMORY,System does not support mixture of DIMMs with varying SPD sizes.
SPX86A-8005-60,MEMORY,BIOS configuration does not support types of DIMMS in system.
SPX86A-8005-7V,CPU,Memory channel has failed CLK training.
SPX86A-8005-8M,CPU,A processor has failed the BIOS built-in self-test.
SPX86A-8005-98,FW/SW,A power management policy request has been rejected by the Intel Management Engine.
SPX86A-8005-AU,ILOM,A communications error between ILOM and Intel Management Engine has occurred.
SPX86A-8005-C7,CPU,ILOM was able to access the serial peripheral (SPI) flash device but the write was blocked or the resulting image was corrupted.
SPX86A-8005-DW,CPU,A communications error between ILOM and Intel Management Engine has occurred.
SPX86A-8005-E1,CPU,A communications error between ILOM and Intel Management Engine has occurred.
SPX86A-8005-FK,POWER,An invalid power supply configuration has been detected.
SPX86A-8005-GF,POWER,Power Supply Missing
SPX86A-8005-HN,ILOM,A device or component is missing.
SPX86A-8005-J9,MB,The ambient temperature has exceeded established thresholds.
SPX86A-8005-KT,ILOM,ILOM was able to access the serial peripheral (SPI) flash device but the write was blocked or the resulting image was corrupted.
SPX86A-8005-L6,FW/SW,An error in the Memory Reference Code (MRC) has been detected.
SPX86A-8005-MV,PCI,Loss of network due to Ethernet device failure.
SPX86A-8005-N0,ILOM,A temperature sensor has failed.
SPX86A-8005-PL,CPU,A processor has detected a midlevel cache uncorrectable error.
SPX86A-8005-QG,POWER,An invalid power supply configuration has been detected.
SPX86A-8005-R7,MB,The Field-Programmable Gate Array (FPGA) has detected a power-on request that was denied by the service processor.
SPX86A-8005-SU,CPU,A warm reset was unsuccessful in clearing IERR condition.
SPX86A-8005-T8,CPU,The Management Engine is in recovery mode and any warm resets of the host OS will become global resets.
SPX86A-8005-UM,CPU,The Platform Controller Hub (PCH) has momentarily failed to service a power-on request.
SPX86A-8005-VF,MB,Multiple Platform Controller Hub (PCH) failures to service a power-on request have occurred.
SPX86A-8005-WK,ILOM,System has detected invalid or corrupt firmware in the FPGA or ILOM power state.
SPX86A-8005-X1,Fan,The ambient temperature of the system has exceeded established thresholds.
SPX86A-8005-YW,CPU,The Ultrapath Interconnect Initialization Code (UPIRC) has detected a global error.
SPX86A-8006-0G,STORAGE,A NVME drive is in a slot that does not support it.
SPX86A-8006-1L,STORAGE,A SAS drive is in a slot that does not support it.
SPX86A-8006-20,MEMORY,The Memory Reference Code (MRC) has detected a DDR4 DIMM that does not support 1.2-Volt.
SPX86A-8006-3V,MEMORY,The Memory Reference Code (MRC) has detected a 16GB memory DIMM that is not supported by the processor.
SPX86A-8006-46,MEMORY,The Memory Reference Code (MRC) has detected a DIMM that stacks multiple DRAMS on a DIMM (3DS) is unsupported.
SPX86A-8006-5T,MEMORY,The Memory Reference Code (MRC) has detected an unsupported NVDIMM.
SPX86A-8006-69,MEMORY,The Memory Reference Code (MRC) has detected a set of DIMMs that violiates DIMM population rules.
SPX86A-8006-7N,MEMORY,The Memory Reference Code (MRC) has detected invalid Serial Presence Detect (SPD) contents in a memory DIMM.
SPX86A-8006-8W,MEMORY,The Memory Reference Code (MRC) has detected Memory DIMMs of different types.
SPX86A-8006-91,MEMORY,The Memory Reference Code (MRC) has detected a nonvolatile persistent memory DIMM (NVDIMM) on a board that only supports unbuffered/unregistered memory DIMMs (UDIMM).
SPX86A-8006-AK,MEMORY,The Memory Reference Code (MRC) has detected memory DIMMs on a memory channel with different Stock-Keeping-Unit (SKU) numbers.
SPX86A-8006-CF,MEMORY,The Memory Reference Code (MRC) has detected an unsupported non-production memory DIMM.
SPX86A-8006-DM,MEMORY,The Memory Reference Code (MRC) has detected an unsupported number of ranks on a memory DIMM.
SPX86A-8006-E8,MEMORY,The Memory Reference Code (MRC) has detected an unsupported nonvolatile memory DIMM (NVDIMM).
SPX86A-8006-FU,MEMORY,The Memory Reference Code (MRC) has detected a registered DIMM (RDIMM) on a board that only supports unbuffered/unregistered memory DIMMs (UDIMM).
SPX86A-8006-G7,MEMORY,The Memory Reference Code (MRC) has detected a memory DIMM with an unsupported Stock-Keeping-Unit (SKU) number.
SPX86A-8006-HV,MEMORY,The Memory Reference Code (MRC) has detected an unbuffered/unregistered DIMM (UDIMM) has been installed and is unsupported.
SPX86A-8006-J0,MEMORY,The Memory Reference Code (MRC) has detected the memory configuration on a memory channel uses an unsupported frequency.
SPX86A-8006-KL,MEMORY,The Memory Reference Code (MRC) has detected the number of ranks on a memory channel is unsupported.
SPX86A-8006-LG,MEMORY,The Memory Reference Code (MRC) has detected memory DIMMs on a memory channel in violation of the memory DIMM population rules.
SPX86A-8006-MN,MEMORY,The Memory Reference Code (MRC) has disabled Advanced Double Device Data Correction (ADDDC).
SPX86A-8006-N9,MEMORY,The Memory Reference Code (MRC) has detected a global error.
SPX86A-8006-PT,MEMORY,The Memory Reference Code (MRC) has disabled Single Device Data Correction (SDDC).
SPX86A-8006-Q6,MEMORY,The Memory Reference Code (MRC) has detected that the amount of installed memory cannot be supported by the installed processor.
SPX86A-8006-RF,FW/SW,The Platform Controller Hub (PCH) PMC patch did not load properly.
SPX86A-8006-SK,FW/SW,The Platform Controller Hub (PCH) has been reset.
SPX86A-8006-T1,FW/SW,The Platform Controller Hub (PCH) was unable to service a power-on request even after it was reset.
SPX86A-8006-UW,FW/SW,A problem within the BIOS code has been detected.
SPX86A-8006-V7,FW/SW,The Ultrapath Interconnect Reference Code (UPIRC) has detected that the Ultrapath could not transition to full speed because an unsupported UPI link speed parameter within UPIRC has been encountered.
SPX86A-8006-WU,FW/SW,The Ultrapath Interconnect (UPI) initialization code has detected a slow UPI link.
SPX86A-8006-X8,FW/SW,The Ultrapath Interconnect Reference Code (UPIRC) has detected an internal error in the minimum path setup.
SPX86A-8006-YM,FW/SW,The Ultrapath Interconnect Code (UPIRC) has detected an internal error.
SPX86A-8007-08,FW/SW,The Ultrapath Interconnect Code (UPIRC) has detected the Ultrapath Interconnect (UPI) topology data is invalid
SPX86A-8007-1M,FW/SW,An unexpected error code from the Ultrapath Interconnect (UPI) Reference Code has been detected and is not clearly defined in the BIOS.
SPX86A-8007-27,FW/SW,An unknown error code from the Ultrapath Interconnect (UPI) Reference Code has been detected and has not been registered with the ILOM fault diagnosis daemon.
SPX86A-8007-3U,FW/SW,An unsupported Ultrapath topology has been detected.
SPX86A-8007-41,FW/SW,The Memory Reference Code (MRC) has detected an array access out-of-bounds.
SPX86A-8007-5W,FW/SW,The Memory Reference Code (MRC) has detected an invalid opcode for memory DIMM.
SPX86A-8007-6F,FW/SW,The Memory Reference Code (MRC) has detected an array out of bounds event during channel interleaving.
SPX86A-8007-7K,FW/SW,The Memory Reference Code (MRC) has detected that a NVDIMM driver was unable to control a nonvolatile DIMM (NVDIMM).
SPX86A-8007-8T,FW/SW,The Memory Reference Code (MRC) has detected that the System Address Decoder (SAD) rules encountered a configuration error.
SPX86A-8007-96,FW/SW,The Memory Reference Code (MRC) has detected the number of Integrated memory controllers (IMC) has exceeded the limit.
SPX86A-8007-AN,FW/SW,The Memory Reference Code (MRC) has detected an invalid boot mode.
SPX86A-8007-C9,FW/SW,The Memory Reference Code (MRC) has detected an invalid access to a register.
SPX86A-8007-DL,FW/SW,The Memory Reference Code (MRC) has detected an invalid subboot mode request.
SPX86A-8007-EG,FW/SW,The Memory Reference Code (MRC) could not lookup ODT structure.
SPX86A-8007-FV,FW/SW,The Memory Reference Code (MRC) has detected a System Management Bus (SMBUS) read error accessing a thermal sensor on a DIMM.
SPX86A-8007-G0,FW/SW,An unexpected error code from the Memory Reference Code has been detected and is not clearly defined in the BIOS.
SPX86A-8007-HU,FW/SW,An unknown error code from the Memory Reference Code has been detected and has not been registered with the ILOM fault diagnosis daemon.
SPX86A-8007-J7,ILOM,"A device necessary to support a configuration has failed.\n(If there are no secondary faults, you have to look at eReports to see what failed)"
SPX86A-8007-KM,PCI,PCIE initialization failed to complete.
SPX86A-8007-L8,CPU,The Demoted Warm Reset (DWR) process was unable to complete or is deadlocked.
SPX86A-8007-MK,CPU,The start of the boot process was unable to complete or is deadlocked.
SPX86A-8007-NF,CPU,The Ultrapath Interconnect (UPI) initialization Code was unable to complete or is deadlocked.
SPX86A-8007-PW,CPU,The Field-Programmable Gate Array (FPGA) has detected the system was powered off unexpectedly.
SPX86A-8007-Q1,ILOM,The BIOS has detected that the platform information structure (SPI flash) is invalid.
SPX86A-8007-R9,POWER,A power source has failed or is not available to the server.
SPX86A-8007-SN,CPU,The Memory Reference Code (MRC) has detected that a processor has failed the built-in self-test for all the cores.
SPX86A-8007-T6,CPU,The Memory Reference Code (MRC) has detected that a processor has failed the built-in self-test on a single core.
SPX86A-8007-UT,CPU,A bus interconnect error has been detected.
SPX86A-8007-V0,CPU,Direct Media Interface (DMI) training has failed to complete within specified time.
SPX86A-8007-WV,CPU,The Power Control Unit (PCu) on a processor has detected a catastrophic over current from the Integrated Voltage Regulator (IVR).
SPX86A-8007-XG,CPU,The Power control Unit (PCU) on a processor has detected a catastrophic over voltage from the Integrated Voltage Regulator (IVR).
SPX86A-8007-YL,CPU,A processor has detected multiple Last-Level Cache (LLC) correctable errors.
SPX86A-8008-05,CPU,A processor has detected a Last-Level Cache (LLC) uncorrectable error.
SPX86A-8008-1S,CPU,The memory controller on a processor has experienced a timeout in it's Mesh2Mem logic.
SPX86A-8008-2A,CPU,A processor has detected multiple Mid-Level Cache (MLC) correctable errors.
SPX86A-8008-3P,CPU,A timeout occurred while sending to the Message Channel. This is an internal processor problem.
SPX86A-8008-4D,CPU,The Power Control Unit (PCU) on a processor has detected excessive die temperature on the processor.
SPX86A-8008-5H,CPU,The processor has experienced a pkg C-state timeout or hang indicative of processor or UPI problems.
SPX86A-8008-63,CPU,The processor has experienced a pkg C-state timeout indicative of a processor failure.
SPX86A-8008-7Y,CPU,The processor has experienced a pkg S-state timeout or hang indicative of a processor or UPI failure.
SPX86A-8008-8Q,CPU,The System Management Bus (SMBUS) has detected a Vector Packet Processing (VPP) timeout indicative of a processor failure.
SPX86A-8008-9C,CPU,The System Management Bus (SMBUS) has detected a timeout waiting for the Power Management Request (PMR) completion to be received.
SPX86A-8008-AR,CPU,During Boot Mode Processing more than 1 Intel TXT Agent has been detected.
SPX86A-8008-C4,CPU,An invalid access to the System Configuration Controller (UBOX) on a processor has occurred.
SPX86A-8008-DX,CPU,The System Configuration Controller (UBOX) has encountered a message channel tracker error.
SPX86A-8008-E2,CPU,The System Configuration Controller (UBOX) has encountered a MasterLock timeout or System Management Interuupt (SMI) Lock timeout.
SPX86A-8008-FJ,CPU,An Ultrapath Interconnect (UPI) correctable link error has occurred.
SPX86A-8008-GE,CPU,An Ultrapath Interconnect (UPI) link down error has occurred.
SPX86A-8008-HP,CPU,An Ultrapath Interconnect (UPI) CRC Link error has occurred.
SPX86A-8008-JA,CPU,An Ultrapath Interconnect (UPI) uncorrectable link error has occurred.
SPX86A-8008-KS,CPU,The Ultrapath Interconnect (UPI) has detected that a link has degraded width.
SPX86A-8008-L5,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected mismatched Ultrapath Interconnect (UPI) link ends.
SPX86A-8008-MY,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected an error in the Ultrapath Interconect (UPI) bus programming.
SPX86A-8008-N3,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected a processor socket initialization failure.
SPX86A-8008-PH,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected an Ultrapath Interconnect (UPI) resource request that was too large for the processor.
SPX86A-8008-QD,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected an Ultrapath Interconnect (UPI) resource for the processor that was not requested.
SPX86A-8008-R4,CPU,An Ultrapath Interconnect (UPI) receiver failure has occurred.
SPX86A-8008-SR,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected that the system address decoder could not be setup.
